iter	Passed	Remaining
272	2475	6591
273	2482	6578
274	2491	6567
275	2498	6554
276	2507	6545
277	2515	6533
278	2524	6522
279	2532	6511
280	2541	6503
281	2550	6492
282	2565	6498
283	2591	6532
284	2600	6525
285	2610	6517
286	2620	6509
287	2628	6497
288	2636	6487
289	2644	6475
290	2653	6464
291	2660	6451
292	2669	6440
293	2677	6428
294	2685	6417
295	2692	6404
296	2701	6395
297	2710	6384
298	2718	6373
299	2726	6361
300	2734	6349
301	2741	6337
302	2750	6326
303	2758	6315
304	2766	6304
305	2774	6292
306	2782	6281
307	2791	6271
308	2799	6260
309	2807	6248
310	2815	6237
311	2823	6226
312	2832	6216
313	2840	6204
314	2848	6193
315	2855	6181
316	2864	6170
317	2872	6159
318	2880	6148
319	2887	6136
320	2896	6125
321	2904	6115
322	2912	6105
323	2920	6093
324	2928	6082
325	2936	6070
326	2944	6060
327	2952	6050
328	2961	6039
329	2968	6027
330	2977	6017
331	2984	6005
332	2993	5995
333	3001	5985
334	3010	5975
335	3017	5963
336	3025	5952
337	3033	5941
338	3042	5932
339	3050	5920
340	3061	5916
341	3073	5914
342	3088	5916
343	3112	5935
344	3165	6010
345	3175	6003
346	3183	5991
347	3192	5981
348	3200	5969
349	3209	5959
350	3218	5950
351	3226	5940
352	3234	5928
353	3243	5919
354	3251	5907
355	3259	5896
356	3267	5885
357	3277	5877
358	3297	5887
359	3306	5877
360	3314	5866
361	3322	5856
362	3330	5844
363	3339	5834
364	3346	5822
365	3355	5812
366	3363	5801
367	3372	5792
368	3381	5782
369	3389	5771
370	3397	5760
371	3405	5749
372	3415	5741
373	3423	5730
374	3431	5719
375	3440	5709
376	3448	5699
377	3456	5688
378	3465	5678
379	3473	5667
380	3482	5657
381	3490	5646
382	3499	5637
383	3507	5626
384	3516	5616
385	3523	5605
386	3532	5595
387	3539	5583
388	3548	5573
389	3556	5563
390	3565	5553
391	3573	5542
392	3585	5538
393	3595	5530
394	3611	5530
395	3622	5525
396	3633	5518
397	3647	5517
398	3656	5507
399	3664	5497
400	3673	5486
401	3681	5476
402	3690	5467
403	3698	5456
404	3707	5446
405	3715	5435
406	3724	5426
407	3732	5416
408	3746	5413
409	3759	5410
410	3768	5400
411	3777	5390
412	3785	5379
413	3793	5369
414	3802	5360
415	3812	5351
416	3820	5341
417	3828	5330
418	3837	5321
419	3846	5311
420	3854	5301
421	3862	5290
422	3873	5284
423	3881	5273
424	3890	5263
425	3898	5253
426	3907	5243
427	3915	5232
428	3923	5222
429	3932	5212
430	3941	5203
431	3949	5192
432	3957	5182
433	3965	5171
434	3974	5162
435	3983	5152
436	3993	5144
437	4005	5139
438	4013	5129
439	4028	5127
440	4040	5121
441	4054	5118
442	4067	5113
443	4075	5103
444	4085	5095
445	4093	5085
446	4102	5074
447	4115	5071
448	4126	5064
449	4139	5059
450	4155	5058
451	4166	5050
452	4174	5041
453	4223	5079
454	4243	5083
455	4262	5085
456	4273	5077
457	4281	5066
458	4290	5056
459	4298	5045
460	4305	5034
461	4314	5023
462	4321	5012
463	4329	5001
464	4337	4990
465	4345	4980
466	4354	4969
467	4362	4959
468	4370	4948
469	4378	4937
470	4386	4926
471	4395	4916
472	4404	4906
473	4412	4896
474	4420	4885
475	4428	4874
476	4436	4863
477	4444	4853
478	4452	4842
479	4461	4832
480	4468	4821
481	4477	4811
482	4485	4800
483	4493	4790
484	4501	4779
485	4509	4769
486	4518	4759
487	4526	4749
488	4534	4738
489	4542	4728
490	4550	4717
491	4559	4707
492	4567	4697
493	4575	4686
494	4583	4676
495	4591	4666
496	4599	4655
497	4607	4644
498	4615	4634
499	4624	4624
500	4635	4617
501	4651	4614
502	4659	4604
503	4670	4595
504	4683	4590
505	4692	4581
506	4701	4571
507	4711	4563
508	4719	4553
509	4727	4542
510	4736	4532
511	4744	4522
512	4753	4512
513	4761	4502
514	4769	4491
515	4777	4480
516	4786	4471
517	4794	4461
518	4802	4450
519	4810	4440
520	4819	4430
521	4827	4420
522	4835	4410
523	4843	4399
524	4850	4388
525	4859	4379
526	4867	4369
527	4875	4358
528	4883	4348
529	4891	4337
530	4900	4328
531	4908	4318
532	4916	4307
533	4924	4297
534	4932	4286
535	4940	4276
536	4948	4266
537	4957	4257
538	4965	4247
539	4974	4237
540	4983	4227
541	4991	4218
542	5000	4208
543	5007	4197
544	5015	4187
545	5024	4177
546	5032	4167
547	5040	4157
548	5048	4147
549	5056	4137
550	5064	4126
551	5072	4116
552	5080	4106
553	5088	4096
554	5096	4086
555	5104	4076
556	5112	4066
557	5121	4057
558	5133	4049
559	5141	4039
560	5152	4031
561	5161	4022
562	5169	4012
563	5177	4002
564	5185	3992
565	5193	3982
566	5202	3973
567	5211	3963
568	5219	3953
569	5238	3951
570	5275	3963
571	5313	3976
572	5324	3968
573	5337	3961
574	5344	3950
575	5352	3940
576	5361	3930
577	5369	3920
578	5377	3910
579	5385	3900
580	5395	3890
581	5403	3880
582	5411	3870
583	5418	3859
584	5426	3849
585	5434	3839
586	5443	3829
587	5450	3819
588	5458	3809
589	5467	3799
590	5475	3789
591	5482	3778
592	5490	3768
593	5499	3758
594	5506	3748
595	5514	3738
596	5522	3727
597	5531	3718
598	5539	3708
599	5547	3698
600	5554	3687
601	5562	3677
602	5572	3668
603	5580	3658
604	5587	3648
605	5595	3638
606	5604	3628
607	5612	3618
608	5620	3608
609	5628	3598
610	5636	3588
611	5647	3580
612	5657	3571
613	5665	3561
614	5674	3552
615	5682	3542
616	5721	3551
617	5729	3541
618	5738	3531
619	5752	3525
620	5761	3516
621	5770	3506
622	5778	3496
623	5786	3486
624	5794	3476
625	5803	3467
626	5810	3456
627	5818	3446
628	5826	3436
629	5834	3426
630	5843	3417
631	5851	3407
632	5858	3396
633	5867	3386
634	5874	3376
635	5883	3367
636	5891	3357
637	5899	3347
638	5907	3337
639	5915	3327
640	5922	3317
641	5931	3307
642	5939	3297
643	5947	3287
644	5955	3277
645	5964	3268
646	5972	3258
647	5980	3248
648	5987	3238
649	5995	3228
650	6003	3218
651	6012	3209
652	6020	3199
653	6028	3189
654	6036	3179
655	6044	3169
656	6053	3160
657	6061	3150
658	6068	3140
659	6077	3130
660	6085	3121
661	6093	3111
662	6101	3101
663	6109	3091
664	6117	3081
665	6126	3072
666	6134	3062
667	6142	3053
668	6151	3043
669	6159	3034
670	6171	3025
671	6180	3016
672	6190	3008
673	6202	2999
674	6216	2992
675	6225	2983
676	6232	2973
677	6240	2963
678	6248	2954
679	6257	2944
680	6264	2934
681	6272	2924
682	6280	2915
683	6289	2905
684	6297	2895
685	6305	2886
686	6313	2876
687	6322	2867
688	6331	2857
689	6342	2849
690	6381	2853
691	6430	2862
692	6442	2854
693	6452	2845
694	6460	2835
695	6468	2825
696	6477	2815
697	6486	2806
698	6494	2796
699	6502	2786
700	6510	2777
701	6518	2767
702	6527	2757
703	6536	2748
704	6544	2738
705	6552	2728
706	6560	2718
707	6569	2709
708	6577	2699
709	6586	2690
710	6593	2680
711	6603	2670
712	6616	2663
713	6625	2653
714	6633	2644
715	6641	2634
716	6652	2625
717	6660	2615
718	6669	2606
719	6677	2596
720	6689	2588
721	6699	2579
722	6707	2569
723	6717	2560
724	6726	2551
725	6738	2543
726	6750	2534
727	6763	2526
728	6772	2517
729	6786	2510
730	6796	2500
731	6804	2491
732	6812	2481
733	6820	2471
734	6829	2462
735	6837	2452
736	6845	2442
737	6854	2433
738	6863	2423
739	6871	2414
740	6879	2404
741	6888	2395
742	6896	2385
743	6905	2375
744	6913	2366
745	6921	2356
746	6929	2347
747	6938	2337
748	6946	2328
749	6955	2318
750	6963	2308
751	6971	2299
752	6980	2289
753	6988	2280
754	6996	2270
755	7004	2260
756	7013	2251
757	7049	2250
758	7060	2241
759	7072	2233
760	7080	2223
761	7089	2214
762	7103	2206
763	7114	2197
764	7123	2188
765	7131	2178
766	7139	2168
767	7147	2159
768	7156	2149
769	7166	2140
770	7181	2133
771	7190	2123
772	7202	2115
773	7212	2106
774	7222	2096
775	7230	2087
776	7239	2077
777	7247	2068
778	7256	2058
779	7264	2048
780	7272	2039
781	7280	2029
782	7289	2020
783	7298	2010
784	7306	2001
785	7314	1991
786	7323	1981
787	7331	1972
788	7340	1963
789	7348	1953
790	7356	1943
791	7364	1934
792	7373	1924
793	7382	1915
794	7390	1905
795	7399	1896
796	7409	1887
797	7590	1921
798	7637	1921
799	7649	1912
800	7662	1903
801	7670	1893
802	7677	1883
803	7686	1873
804	7695	1864
805	7703	1854
806	7710	1844
807	7723	1835
808	7732	1825
809	7740	1815
810	7750	1806
811	7758	1796
812	7767	1786
813	7778	1777
814	7790	1768
815	7801	1759
816	7811	1749
817	7819	1739
818	7829	1730
819	7838	1720
820	7846	1710
821	7854	1700
822	7864	1691
823	7872	1681
824	7881	1671
825	7889	1661
826	7897	1652
827	7905	1642
828	7914	1632
829	7922	1622
830	7931	1612
831	7939	1603
832	7947	1593
833	7957	1583
834	7965	1573
835	7973	1564
836	7981	1554
837	7990	1544
838	7999	1535
839	8007	1525
840	8015	1515
841	8023	1505
842	8034	1496
843	8042	1486
844	8050	1476
845	8059	1467
846	8067	1457
847	8076	1447
848	8084	1437
849	8093	1428
850	8103	1418
851	8110	1408
852	8119	1399
853	8127	1389
854	8136	1379
855	8144	1370
856	8157	1361
857	8170	1352
858	8178	1342
859	8187	1332
860	8195	1323
861	8203	1313
862	8211	1303
863	8220	1293
864	8228	1284
865	8240	1275
866	8250	1265
867	8258	1255
868	8268	1246
869	8275	1236
870	8284	1226
871	8292	1217
872	8301	1207
873	8309	1197
874	8318	1188
875	8326	1178
876	8335	1168
877	8343	1159
878	8352	1149
879	8360	1140
880	8368	1130
881	8377	1120
882	8386	1111
883	8395	1101
884	8403	1091
885	8411	1082
886	8419	1072
887	8428	1063
888	8438	1053
889	8447	1044
890	8455	1034
891	8464	1024
892	8472	1015
893	8481	1005
894	8489	995
895	8497	986
896	8505	976
897	8514	967
898	8522	957
899	8532	948
900	8539	938
901	8548	928
902	8556	919
903	8565	909
904	8574	900
905	8582	890
906	8590	880
907	8599	871
908	8607	861
909	8615	852
910	8623	842
911	8632	832
912	8643	823
913	8655	814
914	8696	807
915	8762	803
916	8778	794
917	8796	785
918	8805	776
919	8813	766
920	8821	756
921	8834	747
922	8844	737
923	8853	728
924	8862	718
925	8873	709
926	8885	699
927	8899	690
928	8908	680
929	8917	671
930	8924	661
931	8933	651
932	8941	642
933	8950	632
934	8958	622
935	8967	613
936	8975	603
937	8983	593
938	8991	584
939	9000	574
940	9009	564
941	9017	555
942	9025	545
943	9036	536
944	9049	526
945	9057	517
946	9066	507
947	9077	497
948	9090	488
949	9100	478
950	9113	469
951	9127	460
952	9144	450
953	9156	441
954	9165	431
955	9178	422
956	9186	412
957	9195	403
958	9204	393
959	9212	383
960	9221	374
961	9230	364
962	9238	354
963	9247	345
964	9255	335
965	9267	326
966	9278	316
967	9286	306
968	9296	297
969	9304	287
970	9313	278
971	9322	268
972	9331	258
973	9340	249
974	9348	239
975	9357	230
976	9365	220
977	9374	210
978	9383	201
979	9391	191
980	9400	182
981	9408	172
982	9417	162
983	9426	153
984	9435	143
985	9443	134
986	9452	124
987	9460	114
988	9469	105
989	9478	95
990	9488	86
991	9496	76
992	9504	67
993	9514	57
994	9523	47
995	9532	38
996	9540	28
997	9549	19
998	9558	9
999	9566	0
