iter	Passed	Remaining
335	2961	5852
336	2968	5840
337	2974	5826
338	2981	5813
339	2987	5798
340	2993	5784
341	2999	5771
342	3006	5758
343	3012	5745
344	3018	5731
345	3024	5717
346	3031	5704
347	3038	5692
348	3044	5679
349	3050	5665
350	3056	5651
351	3063	5638
352	3069	5625
353	3075	5613
354	3086	5608
355	3095	5599
356	3106	5594
357	3117	5589
358	3126	5582
359	3134	5572
360	3141	5560
361	3147	5547
362	3164	5553
363	3180	5556
364	3186	5543
365	3193	5531
366	3199	5519
367	3207	5508
368	3214	5497
369	3224	5489
370	3232	5480
371	3242	5473
372	3261	5483
373	3273	5479
374	3279	5466
375	3287	5455
376	3294	5443
377	3337	5491
378	3517	5762
379	3759	6133
380	3774	6132
381	3782	6120
382	3794	6112
383	3807	6107
384	3819	6101
385	3832	6096
386	3841	6085
387	3850	6073
388	3858	6060
389	3864	6044
390	3871	6029
391	3883	6023
392	3889	6007
393	3895	5992
394	3905	5982
395	3914	5970
396	3924	5960
397	3932	5948
398	3944	5940
399	3954	5931
400	3960	5916
401	3968	5903
402	3975	5889
403	3986	5881
404	3994	5867
405	3999	5851
406	4005	5836
407	4012	5822
408	4018	5806
409	4024	5790
410	4030	5775
411	4036	5760
412	4042	5745
413	4048	5730
414	4054	5715
415	4060	5700
416	4066	5685
417	4072	5670
418	4078	5655
419	4084	5640
420	4090	5626
421	4097	5611
422	4103	5597
423	4109	5583
424	4115	5568
425	4122	5554
426	4128	5539
427	4134	5525
428	4141	5511
429	4153	5505
430	4168	5502
431	4180	5496
432	4188	5484
433	4194	5469
434	4200	5456
435	4207	5442
436	4213	5428
437	4219	5414
438	4226	5400
439	4232	5387
440	4238	5372
441	4244	5358
442	4251	5345
443	4257	5331
444	4263	5317
445	4269	5303
446	4276	5290
447	4282	5276
448	4289	5263
449	4295	5249
450	4306	5242
451	4317	5235
452	4325	5222
453	4331	5209
454	4337	5195
455	4343	5182
456	4349	5168
457	4355	5154
458	4362	5141
459	4368	5127
460	4374	5114
461	4380	5101
462	4386	5087
463	4393	5075
464	4399	5061
465	4405	5048
466	4412	5036
467	4418	5023
468	4425	5010
469	4431	4996
470	4437	4983
471	4443	4971
472	4449	4957
473	4456	4945
474	4463	4933
475	4474	4925
476	4480	4912
477	4486	4899
478	4494	4888
479	4500	4875
480	4507	4863
481	4513	4850
482	4519	4837
483	4525	4824
484	4532	4812
485	4538	4800
486	4545	4787
487	4550	4774
488	4557	4762
489	4563	4749
490	4570	4737
491	4576	4724
492	4582	4712
493	4588	4699
494	4594	4687
495	4601	4675
496	4608	4663
497	4615	4652
498	4621	4640
499	4627	4627
500	4633	4615
501	4639	4602
502	4645	4590
503	4652	4578
504	4658	4566
505	4664	4553
506	4671	4542
507	4677	4530
508	4684	4518
509	4690	4506
510	4696	4494
511	4704	4484
512	4715	4476
513	4721	4463
514	4726	4451
515	4745	4451
516	4762	4449
517	4817	4482
518	4911	4551
519	5039	4652
520	5124	4711
521	5136	4703
522	5149	4696
523	5160	4688
524	5172	4680
525	5181	4669
526	5189	4657
527	5196	4645
528	5202	4632
529	5208	4619
530	5214	4605
531	5220	4592
532	5247	4597
533	5253	4584
534	5261	4573
535	5270	4562
536	5279	4552
537	5285	4539
538	5291	4526
539	5297	4512
540	5304	4500
541	5310	4487
542	5316	4474
543	5322	4461
544	5328	4448
545	5334	4435
546	5341	4423
547	5346	4410
548	5353	4397
549	5359	4384
550	5365	4372
551	5371	4359
552	5378	4347
553	5384	4334
554	5390	4321
555	5396	4309
556	5402	4297
557	5408	4284
558	5414	4271
559	5420	4259
560	5427	4246
561	5433	4234
562	5439	4221
563	5445	4209
564	5451	4197
565	5457	4184
566	5463	4172
567	5468	4159
568	5475	4147
569	5481	4135
570	5488	4123
571	5498	4113
572	5503	4101
573	5509	4089
574	5517	4077
575	5522	4065
576	5529	4053
577	5535	4041
578	5540	4028
579	5547	4016
580	5553	4005
581	5560	3993
582	5566	3981
583	5572	3969
584	5578	3957
585	5586	3946
586	5592	3934
587	5598	3923
588	5605	3911
589	5611	3899
590	5617	3887
591	5624	3876
592	5629	3864
593	5635	3851
594	5642	3840
595	5648	3828
596	5653	3816
597	5660	3805
598	5667	3793
599	5673	3782
600	5679	3770
601	5685	3758
602	5691	3747
603	5697	3735
604	5704	3724
605	5710	3712
606	5716	3700
607	5722	3689
608	5728	3677
609	5734	3666
610	5740	3654
611	5746	3643
612	5752	3631
613	5758	3620
614	5764	3608
615	5770	3597
616	5776	3585
617	5782	3574
618	5789	3563
619	5795	3552
620	5801	3540
621	5807	3529
622	5813	3517
623	5819	3506
624	5825	3495
625	5832	3484
626	5838	3473
627	5844	3461
628	5850	3450
629	5855	3439
630	5862	3428
631	5869	3417
632	5876	3406
633	5882	3395
634	5888	3384
635	5894	3373
636	5901	3363
637	5907	3351
638	5913	3340
639	5919	3329
640	5925	3318
641	5932	3308
642	5938	3296
643	5943	3285
644	5950	3274
645	5956	3263
646	5962	3253
647	5969	3242
648	5974	3231
649	5981	3220
650	5986	3209
651	5993	3198
652	6003	3190
653	6010	3180
654	6016	3169
655	6023	3158
656	6031	3148
657	6036	3137
658	6043	3127
659	6049	3116
660	6055	3105
661	6063	3095
662	6068	3084
663	6081	3077
664	6103	3074
665	6137	3077
666	6241	3116
667	6297	3130
668	6305	3119
669	6311	3108
670	6451	3163
671	6530	3187
672	6538	3177
673	6560	3172
674	6571	3164
675	6585	3156
676	6598	3148
677	6606	3137
678	6616	3128
679	6626	3118
680	6632	3106
681	6639	3095
682	6647	3085
683	6653	3074
684	6661	3063
685	6674	3054
686	6681	3043
687	6688	3033
688	6694	3021
689	6700	3010
690	6706	2999
691	6712	2987
692	6718	2976
693	6724	2965
694	6730	2953
695	6737	2942
696	6743	2931
697	6748	2919
698	6755	2908
699	6761	2897
700	6768	2886
701	6774	2875
702	6780	2864
703	6786	2853
704	6792	2842
705	6798	2831
706	6804	2820
707	6811	2809
708	6817	2798
709	6823	2787
710	6829	2775
711	6835	2764
712	6841	2753
713	6847	2742
714	6853	2731
715	6859	2720
716	6865	2709
717	6871	2698
718	6877	2687
719	6884	2677
720	6890	2666
721	6896	2655
722	6902	2644
723	6908	2633
724	6915	2622
725	6921	2612
726	6927	2601
727	6933	2590
728	6939	2579
729	6946	2569
730	6951	2558
731	6958	2547
732	6964	2536
733	6970	2526
734	6977	2515
735	6983	2504
736	6988	2493
737	6995	2483
738	7000	2472
739	7007	2462
740	7014	2451
741	7020	2441
742	7026	2430
743	7032	2419
744	7045	2411
745	7051	2400
746	7058	2390
747	7064	2379
748	7070	2369
749	7077	2359
750	7083	2348
751	7090	2338
752	7095	2327
753	7101	2316
754	7107	2306
755	7113	2295
756	7119	2285
757	7125	2274
758	7131	2264
759	7137	2254
760	7143	2243
761	7149	2233
762	7156	2222
763	7162	2212
764	7169	2202
765	7175	2191
766	7181	2181
767	7187	2171
768	7193	2160
769	7199	2150
770	7206	2140
771	7217	2131
772	7227	2122
773	7234	2112
774	7240	2101
775	7245	2091
776	7252	2081
777	7258	2071
778	7264	2061
779	7271	2050
780	7277	2040
781	7283	2030
782	7289	2020
783	7295	2009
784	7301	1999
785	7306	1989
786	7313	1979
787	7319	1969
788	7325	1959
789	7337	1950
790	7348	1941
791	7357	1932
792	7365	1922
793	7376	1913
794	7382	1903
795	7388	1893
796	7395	1883
797	7401	1873
798	7425	1868
799	7432	1858
800	7439	1848
801	7445	1838
802	7451	1828
803	7457	1817
804	7463	1807
805	7469	1797
806	7475	1787
807	7481	1777
808	7487	1767
809	7494	1757
810	7500	1747
811	7506	1737
812	7511	1727
813	7517	1717
814	7524	1707
815	7543	1700
816	7560	1693
817	7567	1683
818	7579	1675
819	7586	1665
820	7595	1656
821	7606	1647
822	7798	1677
823	7887	1684
824	7999	1696
825	8142	1715
826	8159	1706
827	8168	1696
828	8178	1686
829	8189	1677
830	8221	1671
831	8232	1662
832	8245	1653
833	8257	1643
834	8266	1633
835	8273	1623
836	8284	1613
837	8290	1602
838	8297	1592
839	8304	1581
840	8310	1571
841	8317	1560
842	8323	1550
843	8330	1539
844	8337	1529
845	8343	1518
846	8351	1508
847	8357	1498
848	8364	1487
849	8370	1477
850	8377	1466
851	8384	1456
852	8390	1445
853	8397	1435
854	8403	1425
855	8410	1414
856	8417	1404
857	8424	1394
858	8431	1383
859	8438	1373
860	8448	1363
861	8455	1353
862	8465	1343
863	8473	1333
864	8480	1323
865	8488	1313
866	8497	1303
867	8504	1293
868	8511	1283
869	8517	1272
870	8523	1262
871	8530	1252
872	8537	1241
873	8544	1231
874	8550	1221
875	8556	1211
876	8563	1200
877	8569	1190
878	8577	1180
879	8583	1170
880	8590	1160
881	8604	1151
882	8613	1141
883	8619	1131
884	8627	1121
885	8634	1110
886	8641	1100
887	8647	1090
888	8654	1080
889	8661	1070
890	8667	1060
891	8675	1050
892	8681	1040
893	8688	1030
894	8694	1020
895	8703	1010
896	8710	1000
897	8717	990
898	8724	980
899	8730	970
900	8737	960
901	8743	949
902	8750	939
903	8757	929
904	8764	919
905	8771	910
906	8777	900
907	8784	890
908	8790	880
909	8797	870
910	8804	860
911	8811	850
912	8818	840
913	8824	830
914	8831	820
915	8837	810
916	8844	800
917	8850	790
918	8857	780
919	8863	770
920	8870	760
921	8876	750
922	8884	741
923	8890	731
924	8896	721
925	8903	711
926	8909	701
927	8917	691
928	8923	682
929	8930	672
930	8936	662
931	8943	652
932	8950	642
933	8956	632
934	8963	623
935	8970	613
936	8976	603
937	8983	593
938	8990	584
939	8997	574
940	9003	564
941	9010	554
942	9017	545
943	9024	535
944	9030	525
945	9037	515
946	9043	506
947	9049	496
948	9056	486
949	9063	477
950	9071	467
951	9077	457
952	9083	447
953	9090	438
954	9097	428
955	9105	419
956	9111	409
957	9138	400
958	9177	392
959	9252	385
960	9341	379
961	9348	369
962	9444	362
963	9544	356
964	9620	348
965	9628	338
966	9640	328
967	9654	319
968	9665	309
969	9677	299
970	9694	289
971	9703	279
972	9709	269
973	9722	259
974	9728	249
975	9735	239
976	9748	229
977	9756	219
978	9765	209
979	9774	199
980	9784	189
981	9792	179
982	9801	169
983	9815	159
984	9822	149
985	9830	139
986	9836	129
987	9847	119
988	9855	109
989	9862	99
990	9871	89
991	9879	79
992	9886	69
993	9892	59
994	9899	49
995	9905	39
996	9911	29
997	9917	19
998	9923	9
999	9930	0
