iter	F1	Logloss
86	0.8581122869	0.1472808938
87	0.8581122869	0.1466426088
88	0.8610918937	0.1464625187
89	0.8610918937	0.146158708
90	0.8604803976	0.145748308
91	0.8604803976	0.1452614852
92	0.8598697694	0.1445962246
93	0.8604803976	0.144010684
94	0.8604803976	0.1434787536
95	0.8604803976	0.1431797053
96	0.8604803976	0.1431079869
97	0.8610918937	0.1426276085
98	0.8604803976	0.142247264
99	0.8610918937	0.142082259
100	0.8617042595	0.1416764972
101	0.8610918937	0.1414785204
102	0.862317497	0.140903645
103	0.862317497	0.1408985555
104	0.862317497	0.1408088749
105	0.8635465941	0.1404785168
106	0.8665127125	0.1399453318
107	0.8665127125	0.1393690934
108	0.8665127125	0.1390555873
109	0.8665127125	0.1386127479
110	0.8665127125	0.1382343424
111	0.8665127125	0.1379716043
112	0.8658972234	0.1373891299
113	0.8658972234	0.1369419851
114	0.8658972234	0.1366346492
115	0.8652826081	0.1365438524
116	0.8658972234	0.1360004638
117	0.8652826081	0.1355271085
118	0.8652826081	0.1353151931
119	0.8652826081	0.1349096818
120	0.8652826081	0.134658493
121	0.8652826081	0.1344129206
122	0.8652826081	0.1342156746
123	0.8652826081	0.1338371656
124	0.8682323036	0.1329965874
125	0.8682323036	0.1324235861
126	0.8688474098	0.1320747655
127	0.8717822872	0.1318079914
128	0.8759366795	0.1314458374
129	0.8782239559	0.1309139869
130	0.8782239559	0.1309119914
131	0.8782239559	0.1304073746
132	0.8776065889	0.1298194097
133	0.8776065889	0.1293362585
134	0.8776065889	0.1289965117
135	0.8776065889	0.1287733448
136	0.8782239559	0.1284918983
137	0.8782239559	0.1282958682
138	0.8759366795	0.1279264819
139	0.8765553402	0.1276700372
140	0.8794612993	0.1271179297
141	0.8788421921	0.1267836107
142	0.8794612993	0.1265409866
143	0.8765553402	0.1261109542
144	0.8765553402	0.1261085595
145	0.8782239559	0.1257852887
146	0.8794612993	0.1255762785
147	0.8794612993	0.125209419
148	0.8800812794	0.1249346303
149	0.8800812794	0.1246001181
150	0.8800812794	0.1242935585
151	0.8800812794	0.1241165192
152	0.8835939613	0.1238777679
153	0.8842161215	0.1233666983
154	0.8835939613	0.1232627082
155	0.8835939613	0.1229589988
156	0.8835939613	0.1228763028
157	0.8835939613	0.1226098118
158	0.8835939613	0.1223022834
159	0.8835939613	0.122129086
160	0.8835939613	0.1217530596
161	0.8835939613	0.121612607
162	0.8835939613	0.1215939813
163	0.8835939613	0.1213461894
164	0.8835939613	0.1213454959
165	0.8877169118	0.1211420434
166	0.8870934604	0.1207841323
167	0.8870934604	0.1204818941
168	0.8870934604	0.1203253768
169	0.8883412401	0.1199884583
170	0.8883412401	0.1197373032
171	0.8877169118	0.1191593213
172	0.8877169118	0.1189025823
173	0.8877169118	0.1186688189
174	0.889592535	0.1183850802
175	0.8889664472	0.118129594
176	0.889592535	0.1178550014
177	0.8902195052	0.1174946057
178	0.8902195052	0.1167307942
179	0.8908473599	0.1164744101
180	0.8908473599	0.1160015785
181	0.8914761008	0.1155430785
182	0.8927362489	0.1152437194
183	0.8921057298	0.1150675616
184	0.8921057298	0.1147081646
185	0.8933676599	0.1143458784
186	0.8933676599	0.1142944909
187	0.8933676599	0.1140727212
188	0.8933676599	0.1138691985
189	0.8933676599	0.1137121679
190	0.8933676599	0.1134098018
191	0.896866828	0.1130977007
192	0.896866828	0.1129217181
193	0.9003528211	0.1126293167
194	0.9009876687	0.1124055167
195	0.9016234122	0.1121977275
196	0.9022600535	0.1117038466
197	0.9022600535	0.111407382
198	0.9028975946	0.111227078
199	0.9035360372	0.1109892257
200	0.9035360372	0.1105330044
201	0.9035360372	0.1102359854
202	0.9041753834	0.109734973
203	0.9041753834	0.1095080741
204	0.9035360372	0.1091008407
205	0.9035360372	0.1088897908
206	0.9022600535	0.1084417129
207	0.9022600535	0.1079488521
208	0.9022600535	0.1077112455
209	0.9028975946	0.1072439549
210	0.9028975946	0.1068278869
211	0.9070151821	0.1064256649
212	0.9098403004	0.1061892268
213	0.9098403004	0.105837988
214	0.9126508518	0.1055483862
215	0.9126508518	0.1051274269
216	0.9132921031	0.1047591029
217	0.9145773129	0.1044556128
218	0.9145773129	0.104167449
219	0.9145773129	0.1037099636
220	0.9145773129	0.1033834098
221	0.9167309699	0.1031399128
222	0.9167309699	0.1029360917
223	0.9167309699	0.1025797462
224	0.9167309699	0.1023728431
225	0.9167309699	0.102163975
226	0.9167309699	0.1017686715
227	0.9167309699	0.1015515714
228	0.9180185983	0.1013230552
229	0.9186637699	0.1009070569
230	0.9186637699	0.1005598655
231	0.9186637699	0.1003440139
232	0.9186637699	0.1001617019
233	0.9186637699	0.09996888019
234	0.9193098489	0.09973581072
235	0.9199568374	0.09941141197
236	0.9199568374	0.09920608296
237	0.9199568374	0.09899828226
238	0.9199568374	0.09879121759
239	0.9206047371	0.09864929956
240	0.9193098489	0.09838188271
241	0.9193098489	0.09813764236
242	0.9193098489	0.09783146969
243	0.9186637699	0.09759243034
244	0.9186637699	0.0972765453
245	0.9186637699	0.09700188986
246	0.9214469934	0.09671848548
247	0.9220933607	0.09642261807
248	0.9227406355	0.09610243
249	0.924037915	0.09578566733
250	0.924037915	0.09545147526
251	0.924037915	0.09515350326
252	0.924037915	0.09499939923
253	0.9233888196	0.09471522005
254	0.9233888196	0.09460581186
255	0.9233888196	0.09420973556
256	0.924037915	0.09395930916
257	0.9246879236	0.09372088011
258	0.9246879236	0.09346076118
259	0.9253388474	0.09326837541
260	0.9253388474	0.09308995239
261	0.9253388474	0.09274112944
262	0.9259906882	0.09249692119
263	0.9259906882	0.09235948991
264	0.9259906882	0.09201101446
265	0.9259906882	0.09182080531
266	0.9287615174	0.09149724688
267	0.9287615174	0.09123489376
268	0.9287615174	0.09096697457
269	0.9287615174	0.09068666359
270	0.9294145402	0.09034408493
271	0.9294145402	0.09006101723
272	0.9307233445	0.0898357051
273	0.9341366934	0.08941155185
274	0.9341366934	0.08924861826
275	0.9341366934	0.08898567526
276	0.9341366934	0.08859595184
277	0.9347936471	0.08836691536
278	0.9347936471	0.08800822957
279	0.9347936471	0.08779185378
280	0.9347936471	0.08764869967
281	0.9375372477	0.08740369686
282	0.9402667516	0.0872695233
283	0.9375372477	0.08713273093
284	0.9375372477	0.08693906638
285	0.9429822669	0.08671017739
286	0.9429822669	0.08621147185
287	0.9429822669	0.08597178777
288	0.943640803	0.08572576372
289	0.943640803	0.08561524326
290	0.9449606384	0.08539386586
291	0.9449606384	0.08517948914
292	0.9443002595	0.08493177565
293	0.9449606384	0.08472413991
294	0.9456219416	0.08461526884
295	0.9456219416	0.08439918609
296	0.9456219416	0.08423168565
297	0.9449606384	0.08407826314
298	0.9456219416	0.08377193436
299	0.946284171	0.08360366969
300	0.9469473286	0.08329985909
301	0.9469473286	0.08318362259
302	0.9469473286	0.08299338076
303	0.9503143893	0.08279679319
304	0.9503143893	0.08259680095
305	0.9503143893	0.08242060821
306	0.9503143893	0.08222920143
307	0.9509795919	0.0820186424
308	0.9509795919	0.08191588713
309	0.9509795919	0.08171512252
310	0.9509795919	0.08154613187
311	0.9509795919	0.08137615335
312	0.9536688879	0.08117241246
313	0.9536688879	0.08092389674
314	0.9536688879	0.0807713288
315	0.9536688879	0.08050311225
316	0.9536688879	0.08040701369
317	0.9543351925	0.08016577065
318	0.9570108946	0.07980661795
319	0.9576782883	0.07961756
320	0.9583466135	0.07938527626
321	0.9583466135	0.07912818731
322	0.9583466135	0.07894821336
323	0.9583466135	0.07876297509
324	0.9583466135	0.07859133381
325	0.9583466135	0.07839219963
326	0.9583466135	0.07822182236
327	0.9596860661	0.07789225425
328	0.9596860661	0.0777005131
329	0.9596860661	0.07753498084
330	0.9596860661	0.07739682022
331	0.9596860661	0.07722862074
332	0.9596860661	0.07706895886
333	0.9610292682	0.07658488623
334	0.9610292682	0.0764258899
335	0.9610292682	0.07622562991
336	0.9610292682	0.07601541818
337	0.9610292682	0.07586371352
338	0.9610292682	0.0756589673
339	0.9603571975	0.07554692712
340	0.9603571975	0.07539239786
341	0.9603571975	0.07514524759
342	0.9603571975	0.07499337014
343	0.9603571975	0.07485276566
344	0.9603571975	0.07468488633
345	0.9603571975	0.07446580207
346	0.9603571975	0.07438388481
347	0.9603571975	0.0742105237
348	0.9603571975	0.07405744997
349	0.9603571975	0.07388504663
350	0.9610292682	0.07374267891
351	0.9617022802	0.07359408127
352	0.9610292682	0.07339948533
353	0.9610292682	0.07323265716
354	0.9617022802	0.0727965592
355	0.9617022802	0.07260983546
356	0.9623762355	0.0723817858
357	0.9623762355	0.07212311055
358	0.9623762355	0.07198787642
359	0.9623762355	0.07175968084
360	0.9623762355	0.07162700812
361	0.9623762355	0.07147219135
362	0.9637269839	0.07133781253
363	0.9637269839	0.07122920522
364	0.9637269839	0.07107477258
365	0.9637269839	0.07083978966
366	0.963051136	0.070643638
367	0.9637269839	0.07045965305
368	0.9637269839	0.07035940756
369	0.9637269839	0.07024122508
370	0.963051136	0.06993917814
371	0.9637269839	0.06980233549
372	0.964403781	0.06964408431
373	0.964403781	0.06949009873
374	0.964403781	0.06941227094
375	0.964403781	0.06918569578
376	0.964403781	0.06906873544
377	0.964403781	0.06894648998
378	0.964403781	0.06883036041
379	0.964403781	0.06870564787
380	0.964403781	0.06859905533
381	0.964403781	0.06844522872
382	0.964403781	0.06829962188
383	0.9650815293	0.06819545109
384	0.9664398878	0.06800657367
385	0.9664398878	0.06786435408
386	0.967120502	0.06769788167
387	0.967120502	0.06756084606
388	0.967120502	0.06746307494
389	0.9664398878	0.06725409914
390	0.967120502	0.06711347388
391	0.9697845194	0.06690736573
392	0.9697845194	0.06680670587
393	0.9697845194	0.06668786075
394	0.9697845194	0.06659385633
395	0.9697845194	0.066490227
396	0.9697845194	0.06633075939
397	0.9697845194	0.06626472523
398	0.9697845194	0.0661223451
399	0.9697845194	0.06602647919
400	0.9697845194	0.06587680542
401	0.9697845194	0.06561354225
402	0.9697845194	0.06526897099
403	0.9697845194	0.0651197538
404	0.9704662063	0.06494610441
405	0.9704662063	0.06488022908
406	0.9704662063	0.0647237353
407	0.9704662063	0.0646686688
408	0.9704662063	0.06450477632
409	0.9711488523	0.06442048099
410	0.9711488523	0.0643337204
411	0.9711488523	0.06409251684
412	0.9704662063	0.06378098104
413	0.9697845194	0.06363773648
414	0.9704662063	0.06347833211
415	0.9711488523	0.06329673738
416	0.9737993671	0.06318624494
417	0.9737993671	0.06301619814
418	0.9737993671	0.06293453208
419	0.9737993671	0.06282146274
420	0.9731166202	0.06270443691
421	0.9731166202	0.06260680108
422	0.9731166202	0.06244928592
423	0.9731166202	0.06236920612
424	0.9737993671	0.0621927767
425	0.9737993671	0.06210143667
426	0.9737993671	0.06194522684
427	0.9737993671	0.061720793
428	0.9737993671	0.06157512414
429	0.9737993671	0.06138770275
430	0.9737993671	0.06125656183
431	0.9737993671	0.06105251898
432	0.9771200547	0.06083179456
433	0.9771200547	0.06068407829
434	0.9771200547	0.06059701739
435	0.9778048073	0.06047905793
436	0.9778048073	0.06038133966
437	0.9778048073	0.06023700947
438	0.9778048073	0.06012922808
439	0.9771200547	0.06003224605
440	0.9778048073	0.0598571389
441	0.9778048073	0.05965365247
442	0.9778048073	0.05955743706
443	0.9778048073	0.05943907338
444	0.9778048073	0.0593478068
445	0.9778048073	0.05919531518
446	0.9778048073	0.05905913326
447	0.9778048073	0.05892224872
448	0.9778048073	0.05876503473
449	0.9778048073	0.05871174871
450	0.9778048073	0.05863431767
451	0.9784905202	0.0584297908
452	0.9784905202	0.05830501578
453	0.9784905202	0.05816443941
454	0.9784905202	0.05803709476
455	0.9791771956	0.05796597261
456	0.9791771956	0.05780410829
457	0.9791771956	0.05756311893
458	0.9791771956	0.05748713828
459	0.9791771956	0.0573968982
460	0.9798648354	0.05725848435
461	0.9798648354	0.0571439215
462	0.9791771956	0.05698708211
463	0.9791771956	0.05689509136
464	0.9798648354	0.05682022331
465	0.9791771956	0.05671091271
466	0.9791771956	0.0565645665
467	0.9791771956	0.05641669022
468	0.9791771956	0.05627887494
469	0.9791771956	0.0561648163
470	0.9791771956	0.05604841785
471	0.9791771956	0.05600059568
472	0.9791771956	0.05593516144
473	0.9791771956	0.05583197094
474	0.9791771956	0.05555261967
475	0.9791771956	0.05547115089
476	0.9798648354	0.05533650753
477	0.9798648354	0.05524857589
478	0.9805534418	0.05513629196
479	0.9805534418	0.0550089792
480	0.9805534418	0.05490548945
481	0.9805534418	0.05480094688
482	0.9805534418	0.05472382477
483	0.9805534418	0.05464737737
484	0.9805534418	0.05454622181
485	0.9805534418	0.05443897398
486	0.9805534418	0.05435814541
487	0.9805534418	0.0542670857
488	0.9805534418	0.05419668026
489	0.9805534418	0.05410162686
490	0.9805534418	0.05404039022
491	0.9805534418	0.05392115241
492	0.9805534418	0.0538075503
493	0.9805534418	0.05372882869
494	0.9812430166	0.05363814821
495	0.9812430166	0.05356230436
496	0.9812430166	0.05347176642
497	0.9812430166	0.05338123186
498	0.9812430166	0.05325364779
499	0.9812430166	0.05316250701
500	0.9812430166	0.05309156494
501	0.9812430166	0.05301302507
502	0.9812430166	0.05295283743
503	0.9812430166	0.05285304583
504	0.981933562	0.05275968329
505	0.981933562	0.05264904936
506	0.981933562	0.05249631794
507	0.981933562	0.05243534064
508	0.981933562	0.05232710898
509	0.9812430166	0.05221514848
510	0.9812430166	0.05210855106
511	0.981933562	0.05196747735
512	0.981933562	0.05188708483
513	0.981933562	0.0518229499
514	0.981933562	0.05173318045
515	0.981933562	0.05160093826
516	0.9812430166	0.05151826135
517	0.9812430166	0.05143837969
518	0.9812430166	0.05137496756
519	0.9838668943	0.05122096597
520	0.9838668943	0.05113327976
521	0.9838668943	0.0510051179
522	0.9845575017	0.05090723145
523	0.9845575017	0.05084935691
524	0.9845575017	0.05076048408
525	0.9845575017	0.05066878693
526	0.9852490793	0.05057747662
527	0.9852490793	0.05051668967
528	0.9852490793	0.05039612624
529	0.9852490793	0.05032493507
530	0.9852490793	0.05029193896
531	0.9852490793	0.05021136419
532	0.9852490793	0.05013204423
533	0.9852490793	0.05007213152
534	0.9852490793	0.04999950401
535	0.9852490793	0.04996613648
536	0.9852490793	0.04990609209
537	0.9852490793	0.04966671668
538	0.9859416291	0.04946916846
539	0.9859416291	0.04935409087
540	0.9859416291	0.04913826992
541	0.9859416291	0.04907805036
542	0.9859416291	0.04899001981
543	0.9859416291	0.04885468944
544	0.9859416291	0.0487892514
545	0.9859416291	0.04870388764
546	0.9859416291	0.04864789833
547	0.9859416291	0.04861882657
548	0.9859416291	0.0485523372
549	0.9859416291	0.04849113845
550	0.9859416291	0.04837037851
551	0.9859416291	0.04828312096
552	0.9859416291	0.04820872547
553	0.9859416291	0.04811265919
554	0.9859416291	0.0480552828
555	0.9859416291	0.04792386093
556	0.9859416291	0.04785874277
557	0.9859416291	0.04775546865
558	0.9859416291	0.04767255304
559	0.9859416291	0.04761938108
560	0.9859416291	0.04757309614
561	0.9866351533	0.0474766196
562	0.9866351533	0.04736883716
563	0.9866351533	0.04726899636
564	0.9873296538	0.04721881034
565	0.9880251327	0.04715577104
566	0.9880251327	0.04708067843
567	0.9880251327	0.0470257573
568	0.9880251327	0.04697599518
569	0.9880251327	0.04688299655
570	0.9887215921	0.04676233493
571	0.9887215921	0.04669789547
572	0.9887215921	0.04660469167
573	0.9887215921	0.04654743081
574	0.9887215921	0.04646070674
575	0.9887215921	0.04638283935
576	0.9887215921	0.04628328531
577	0.9887215921	0.04619959379
578	0.9887215921	0.04614782894
579	0.9887215921	0.04606892378
580	0.9887215921	0.04597645902
581	0.9887215921	0.04590401117
582	0.9887215921	0.04582725978
583	0.9887215921	0.04578138057
584	0.9887215921	0.04570972275
585	0.9887215921	0.04558531858
586	0.9887215921	0.04551623793
587	0.9887215921	0.04544419893
588	0.9887215921	0.04538010416
589	0.9887215921	0.04527975029
590	0.9887215921	0.04522014385
591	0.9887215921	0.04512733247
592	0.9901174607	0.04505753739
593	0.9901174607	0.0449189136
594	0.9901174607	0.04483390018
595	0.9894190341	0.04475754058
596	0.9901174607	0.04470425602
597	0.9894190341	0.04455010103
598	0.9887215921	0.04449936254
599	0.9901174607	0.0444251525
600	0.9894190341	0.04428040831
601	0.9894190341	0.0442377277
602	0.9894190341	0.04418998744
603	0.9894190341	0.04407416752
604	0.9894190341	0.04402751162
605	0.9894190341	0.04394954158
606	0.9894190341	0.04390681637
607	0.9894190341	0.04379964286
608	0.9894190341	0.04375251
609	0.9894190341	0.04367961235
610	0.9894190341	0.04363909138
611	0.9894190341	0.04358322183
612	0.9894190341	0.04349741531
613	0.9894190341	0.04342674725
614	0.9894190341	0.04338659012
615	0.9901174607	0.04331857176
616	0.9901174607	0.04325233577
617	0.9901174607	0.04317617179
618	0.9894190341	0.04304305357
619	0.9894190341	0.0429972042
620	0.9894190341	0.04292312611
621	0.9894190341	0.04282203956
622	0.9901174607	0.04275152565
623	0.9901174607	0.04272516136
624	0.9901174607	0.04265596582
625	0.9901174607	0.04259198376
626	0.9901174607	0.04254106267
627	0.9901174607	0.04248345167
628	0.9901174607	0.0424572278
629	0.9901174607	0.04242682787
630	0.9901174607	0.04236520865
631	0.9901174607	0.04229732019
632	0.9901174607	0.04221106084
633	0.9901174607	0.04214423543
634	0.9901174607	0.04202293591
635	0.9901174607	0.04198561866
636	0.9901174607	0.04195792975
637	0.9901174607	0.04190292515
638	0.9901174607	0.04185176777
639	0.9901174607	0.04177123748
640	0.9901174607	0.04165689652
641	0.9901174607	0.04159029516
642	0.9901174607	0.04151151576
643	0.9901174607	0.04146578358
644	0.9901174607	0.04136464919
645	0.9901174607	0.04131523296
646	0.9901174607	0.0412599334
647	0.9901174607	0.04122267475
648	0.9901174607	0.04117053949
649	0.9901174607	0.04111091994
650	0.9901174607	0.04104553094
651	0.9901174607	0.040983332
652	0.9901174607	0.04090790382
653	0.9901174607	0.04085994012
654	0.9901174607	0.04068632259
655	0.9901174607	0.04064232236
656	0.9901174607	0.04058335663
657	0.9901174607	0.0405441186
658	0.9901174607	0.04048002916
659	0.9901174607	0.04042711069
660	0.9901174607	0.04038643151
661	0.9901174607	0.04030311753
662	0.9901174607	0.04023244597
663	0.9901174607	0.04018747925
664	0.9901174607	0.04010651669
665	0.9901174607	0.04000470713
666	0.9901174607	0.0398829925
667	0.9901174607	0.03984444748
668	0.9901174607	0.03978624513
669	0.9901174607	0.03973263758
670	0.9901174607	0.03969940081
671	0.9901174607	0.03966273165
672	0.9901174607	0.03956834523
673	0.9901174607	0.03950897205
674	0.990816874	0.03938000062
675	0.990816874	0.03930289401
676	0.990816874	0.03922478814
677	0.990816874	0.03920248768
678	0.990816874	0.03916557323
679	0.990816874	0.03909246569
680	0.990816874	0.03901976407
681	0.990816874	0.03899412051
682	0.990816874	0.03890473513
683	0.990816874	0.03886503971
684	0.990816874	0.0387964072
685	0.990816874	0.03872035774
686	0.990816874	0.03864655342
687	0.990816874	0.03857895107
688	0.990816874	0.03850855707
689	0.990816874	0.0383921731
690	0.990816874	0.03834409421
691	0.990816874	0.03832470509
692	0.990816874	0.03825631486
693	0.990816874	0.03823109576
694	0.990816874	0.03815188594
695	0.990816874	0.0380620384
696	0.990816874	0.03801971253
697	0.9901174607	0.0379731458
698	0.9901174607	0.03793321082
699	0.9901174607	0.03789332605
700	0.990816874	0.03783945496
701	0.990816874	0.03777635202
702	0.990816874	0.03774449705
703	0.990816874	0.03771513359
704	0.990816874	0.03764900791
705	0.990816874	0.03759036356
706	0.9915172762	0.03751516641
707	0.9915172762	0.03737592578
708	0.9915172762	0.03733775526
709	0.990816874	0.0372672142
710	0.990816874	0.03717158076
711	0.990816874	0.03712099969
712	0.9915172762	0.03709876149
713	0.990816874	0.03706798002
714	0.9915172762	0.03693771271
715	0.9915172762	0.03684614008
716	0.9915172762	0.03679583756
717	0.9915172762	0.03675944124
718	0.9915172762	0.03670732356
719	0.9915172762	0.0366926136
720	0.990816874	0.03658118846
721	0.990816874	0.03654321837
722	0.990816874	0.03650323764
723	0.990816874	0.03638917911
724	0.990816874	0.03631169556
725	0.990816874	0.03627576249
726	0.990816874	0.03623192419
727	0.9915172762	0.0361748033
728	0.9915172762	0.03614086967
729	0.9915172762	0.03610642709
730	0.9915172762	0.0360804892
731	0.9915172762	0.03599207147
732	0.9915172762	0.03595990032
733	0.9915172762	0.03593364115
734	0.9915172762	0.03587986163
735	0.9915172762	0.03579130359
736	0.9915172762	0.03575851013
737	0.9915172762	0.03568713723
738	0.9922186692	0.03564022393
739	0.9922186692	0.03560971879
740	0.9922186692	0.03557395331
741	0.9922186692	0.03552894015
742	0.9922186692	0.03549511212
743	0.9922186692	0.03539003013
744	0.9922186692	0.03536029652
745	0.9922186692	0.03532922382
746	0.9922186692	0.03521388551
747	0.9922186692	0.03510650841
748	0.9922186692	0.03503846502
749	0.9922186692	0.03499777145
750	0.9929210553	0.03493953404
751	0.9929210553	0.03489072624
752	0.9929210553	0.03484904994
753	0.9929210553	0.03477759446
754	0.9929210553	0.03473402833
755	0.9929210553	0.03467840349
756	0.9929210553	0.03462491697
757	0.9929210553	0.0345828993
758	0.9929210553	0.03451931064
759	0.9929210553	0.03448263725
760	0.9929210553	0.0344356794
761	0.9929210553	0.03438328272
762	0.9929210553	0.03431064562
763	0.9929210553	0.03427920614
764	0.9929210553	0.03423711512
765	0.9929210553	0.03417452707
766	0.9929210553	0.03411436893
767	0.9929210553	0.03408540721
768	0.9929210553	0.03405550265
769	0.9929210553	0.03400973021
770	0.9929210553	0.03396014441
771	0.9929210553	0.03393192559
772	0.9929210553	0.03387492939
773	0.9929210553	0.03382918259
774	0.9929210553	0.03380303811
775	0.9929210553	0.0337346068
776	0.9929210553	0.03370590573
777	0.9929210553	0.0336428468
778	0.9929210553	0.03360365629
779	0.9929210553	0.03355508888
780	0.9929210553	0.03352472991
781	0.9929210553	0.03349647555
782	0.9929210553	0.0334527362
783	0.9929210553	0.03339993596
784	0.9929210553	0.03334749769
785	0.9929210553	0.03329729625
786	0.9929210553	0.03327059593
787	0.9929210553	0.03322169993
788	0.9929210553	0.03316240781
789	0.9929210553	0.03314784645
790	0.9929210553	0.03305191983
791	0.9929210553	0.03301682357
792	0.9929210553	0.03294797861
793	0.9929210553	0.03292535299
794	0.9929210553	0.0329002764
795	0.9929210553	0.03285129606
796	0.9929210553	0.03282524332
797	0.9929210553	0.03280247811
798	0.9929210553	0.03276096318
799	0.9929210553	0.03273439092
800	0.9929210553	0.03267457065
801	0.9929210553	0.03260344842
802	0.9929210553	0.03255147872
803	0.9929210553	0.03252540961
804	0.9929210553	0.03247984648
805	0.9929210553	0.03244799898
806	0.9929210553	0.03236078984
807	0.9929210553	0.03233426476
808	0.9929210553	0.03229823274
809	0.9929210553	0.03223566168
810	0.9929210553	0.03217719082
811	0.9929210553	0.0321418817
812	0.9929210553	0.03208666982
813	0.9929210553	0.03206277928
814	0.9929210553	0.03202293326
815	0.9929210553	0.03199648064
816	0.9929210553	0.03194767678
817	0.9929210553	0.03193374094
818	0.9929210553	0.03188842135
819	0.9929210553	0.03186334396
820	0.9929210553	0.03182577634
821	0.9936244366	0.03176457248
822	0.9936244366	0.03175132313
823	0.9936244366	0.03172691527
824	0.9936244366	0.03168362286
825	0.9936244366	0.03160766104
826	0.9936244366	0.03154042777
827	0.9936244366	0.0314878632
828	0.9929210553	0.03142568278
829	0.9929210553	0.03138900875
830	0.9943288151	0.031347028
831	0.9943288151	0.03131458695
832	0.9943288151	0.0312749567
833	0.9943288151	0.03122546794
834	0.9943288151	0.0311826841
835	0.9936244366	0.03112181365
836	0.9936244366	0.03108765515
837	0.9936244366	0.03103410457
838	0.9936244366	0.03096496956
839	0.9936244366	0.03094087741
840	0.9936244366	0.03090123331
841	0.9936244366	0.03086812094
842	0.9936244366	0.03082138271
843	0.9936244366	0.03076937585
844	0.9936244366	0.0307319827
845	0.9936244366	0.03070076503
846	0.9936244366	0.03062171146
847	0.9936244366	0.0305721678
848	0.9936244366	0.03053737998
849	0.9936244366	0.03052271785
850	0.9943288151	0.03048980933
851	0.9943288151	0.0304454249
852	0.9943288151	0.03037645697
853	0.9943288151	0.03033232566
854	0.9943288151	0.03029159451
855	0.9943288151	0.03026817958
856	0.9943288151	0.03022676737
857	0.9943288151	0.03020359915
858	0.9943288151	0.03013010465
859	0.9943288151	0.03008606
860	0.9943288151	0.03007210175
861	0.9943288151	0.03001949218
862	0.9943288151	0.02997587762
863	0.9943288151	0.02994784051
864	0.9943288151	0.02987844322
865	0.9950341929	0.02985447771
866	0.9950341929	0.02978887324
867	0.9950341929	0.02975891182
868	0.9950341929	0.02972058929
869	0.9950341929	0.02968900532
870	0.9950341929	0.02964712392
871	0.9950341929	0.029610315
872	0.9950341929	0.02957035318
873	0.9950341929	0.02953619322
874	0.9950341929	0.02950802939
875	0.9950341929	0.02948159937
876	0.9950341929	0.02944277538
877	0.9950341929	0.02942146095
878	0.9950341929	0.0293894542
879	0.9950341929	0.0293629791
880	0.9950341929	0.02933645544
