iter	F1	Logloss
117	0.8114709112	0.1765179208
118	0.8114709112	0.1761512831
119	0.8114709112	0.1757725549
120	0.8108695646	0.1755571708
121	0.8108695646	0.1752061846
122	0.8108695646	0.1748462062
123	0.8108695646	0.1744939373
124	0.8108695646	0.1739388758
125	0.8108695646	0.1736880161
126	0.8134952434	0.1734184265
127	0.8140964542	0.1731933104
128	0.8108695646	0.1730172744
129	0.8108695646	0.1726744138
130	0.8102691086	0.1724854934
131	0.8114709112	0.1720538261
132	0.8114709112	0.1718495128
133	0.8114709112	0.1716238081
134	0.8114709112	0.1714050127
135	0.8114709112	0.1711509371
136	0.8140964542	0.1707409087
137	0.8179087145	0.1705564671
138	0.8173058778	0.1702485095
139	0.8173058778	0.1700850415
140	0.8211015335	0.1697691924
141	0.8217059786	0.1696124867
142	0.8185124412	0.1693528599
143	0.8217059786	0.1691267334
144	0.8217059786	0.1689443367
145	0.8217059786	0.1686766372
146	0.8229175426	0.1684450445
147	0.8235246653	0.1682842642
148	0.8267030829	0.168001946
149	0.8260952623	0.1676904737
150	0.8260952623	0.1674900098
151	0.8298643729	0.167274173
152	0.8286482603	0.166954865
153	0.8286482603	0.1668503326
154	0.8286482603	0.1666914096
155	0.8280415396	0.1664556869
156	0.8286482603	0.1661790768
157	0.8286482603	0.1659986199
158	0.8292558707	0.1657655482
159	0.8292558707	0.1655149036
160	0.8292558707	0.1654085221
161	0.8292558707	0.1652644217
162	0.8292558707	0.1649514495
163	0.8323995057	0.1648557392
164	0.8330086733	0.1646624912
165	0.8323995057	0.1644019871
166	0.8323995057	0.1643021218
167	0.8323995057	0.1641551054
168	0.8323995057	0.1639952768
169	0.8323995057	0.1638756567
170	0.8292558707	0.1636223313
171	0.8292558707	0.1633910374
172	0.8298643729	0.1632605402
173	0.8304737687	0.1631565192
174	0.8304737687	0.1629391006
175	0.8310840602	0.1624611091
176	0.8316952493	0.1623133139
177	0.8348415375	0.1621371891
178	0.8348415375	0.1619919077
179	0.8379709251	0.1617272922
180	0.8373584295	0.1616508653
181	0.8410835478	0.16153169691182	0.8379709251	0.16137952718183	0.8379709251	0.1611273218184	0.8404704227	0.16098506185185	0.8404704227	0.16076853186186	0.8404704227	0.16059453187187	0.8410835478	0.1603848188	188	0.8410835478	0.160299189	0189	0.8410835478	0.1602190	0.8190	0.8404704227	0.160191	0.84191	0.8404704227	0.159192	0.84192	0.8410835478	0.159193	0.84193	0.8410835478	0.159194	0.84194	0.8410835478	0.158195	0.84195	0.8410835478	0.15196	0.843196	0.8416975681	0.15197	0.843197	0.8441795401	0.15198	0.844198	0.8441795401	0.15199	0.846199	0.8441795401	0.15200	0.846200	0.8441795401	0.1201	0.8468201	0.8441795401	0.1202	0.8431202	0.8441795401	0.203	0.84684203	0.8441795401	0.204	0.84746204	0.8441795401	0205	0.847460205	0.8441795401	206	0.8535712206	0.8441795401	207	0.8523405207	0.844794173	0208	0.852340208	0.844794173	0.209	0.84929209	0.8454097015	0.210	0.84929210	0.8454097015	0.211	0.85234211	0.8460261277	0.212	0.84929212	0.8454097015	0.213	0.85295213	0.8460261277	0.214	0.85295214	0.8454097015	0.215	0.85295215	0.8454097015	0.216	0.85357216	0.84910741	0.15217	0.853217	0.8497253286	0.15218	0.853218	0.84910741	0.1554219	0.8219	0.84910741	0.155229220	0220	0.84910741	0.15510082221221	0.84910741	0.15489902
222	0.8497253286	0.1545927298
223	0.8497253286	0.1544314681
224	0.8497253286	0.1543375576
225	0.84910741	0.1542135333
226	0.84910741	0.1540724726
227	0.84910741	0.1538364538
228	0.84910741	0.1536917524
229	0.84910741	0.1535715723
230	0.84910741	0.1533795578
231	0.84910741	0.1530412763
232	0.84910741	0.1529382572
233	0.84910741	0.1528529308
234	0.84910741	0.1526674943
235	0.84910741	0.1525523458
236	0.84910741	0.1523941206
237	0.8503441471	0.1521992061
238	0.84910741	0.1520835723
239	0.8497253286	0.1519125815
240	0.8497253286	0.1517713059
241	0.8497253286	0.1516084816
242	0.8497253286	0.1513766416
243	0.8497253286	0.1512726656
244	0.8497253286	0.1511303604
245	0.8497253286	0.1510268524
246	0.8497253286	0.1508768919
247	0.8497253286	0.150802662
248	0.8497253286	0.150664724
249	0.8503441471	0.1505463888
250	0.8527907774	0.1503749815
251	0.8534101721	0.1502182476
252	0.856459887	0.1500581069
253	0.856459887	0.1498406086
254	0.856459887	0.1497139248
255	0.856459887	0.1496364892
256	0.8594934216	0.1495120917
257	0.8594934216	0.1493078865
258	0.8594934216	0.1492618135
259	0.858872919	0.149169704
260	0.8594934216	0.1490759006
261	0.8594934216	0.1489153972
262	0.8601148214	0.1487393006
263	0.8601148214	0.1485559893
264	0.8601148214	0.1484586329
265	0.8601148214	0.1483792147
266	0.8613603206	0.1482281723
267	0.8619844238	0.1480631964
268	0.8626094321	0.1478105664
269	0.8626094321	0.1476653707
270	0.8626094321	0.1475812027
271	0.8638621717	0.1473222538
272	0.8638621717	0.1470818627
273	0.8638621717	0.147019297
274	0.8638621717	0.1467891736
275	0.8632353474	0.1466970833
276	0.864489907	0.1466223229
277	0.864489907	0.1464862906
278	0.864489907	0.14632401
279	0.864489907	0.1461356705
280	0.864489907	0.1460304898
281	0.864489907	0.1458823687
282	0.864489907	0.1457621728
283	0.8638621717	0.145556971
284	0.8638621717	0.1454538628
285	0.864489907	0.1453257528
286	0.864489907	0.1451891493
287	0.864489907	0.1451096556
288	0.8651185552	0.1450034038
289	0.8681407541	0.1448854355
290	0.8705172307	0.144717001
291	0.8668833341	0.1446368905
292	0.8735069612	0.1445622029
293	0.8764809059	0.1444435691
294	0.8764809059	0.1443614901
295	0.8764809059	0.1442367984
296	0.8764809059	0.1441682984
297	0.8764809059	0.1440593855
298	0.8764809059	0.1439439749
299	0.8764809059	0.143818091
300	0.8752223575	0.1436975476
301	0.8758511796	0.1435805084
302	0.8745944377	0.1434240143
303	0.8758511796	0.1433047428
304	0.8758511796	0.1431752053
305	0.8758511796	0.1430028852
306	0.8758511796	0.1428180418
307	0.8758511796	0.1427215245
308	0.8764809059	0.1426186024
309	0.8764809059	0.1425472775
310	0.8758511796	0.1424381844
311	0.8758511796	0.1423527386
312	0.8764809059	0.1421353659
313	0.8777430791	0.1420058916
314	0.8771115385	0.1418212517
315	0.8777430791	0.1417165504
316	0.8807022834	0.1415901009
317	0.8807022834	0.1414638094
318	0.8807022834	0.1413159434
319	0.8807022834	0.1412282306
320	0.8813351919	0.1410912694
321	0.8807022834	0.1409928218
322	0.8813351919	0.1408999794
323	0.8813351919	0.140776213
324	0.8813351919	0.1406219779
325	0.8813351919	0.1405109417
326	0.8813351919	0.1403748838
327	0.8842792755	0.1403006777
328	0.8842792755	0.1402104067
329	0.8849135368	0.140056772
330	0.8849135368	0.1399549837
331	0.8842792755	0.1397697488
332	0.8842792755	0.1396723306
333	0.8872079035	0.1395433557
334	0.8872079035	0.1394627569
335	0.8872079035	0.1393093476
336	0.8842792755	0.1391383332
337	0.8842792755	0.1390554447
338	0.8849135368	0.1388219237
339	0.8849135368	0.1386385511
340	0.8849135368	0.1385709167
341	0.8842792755	0.1384789732
342	0.8842792755	0.1383683606
343	0.8842792755	0.1382729257
344	0.8842792755	0.1381236592
345	0.8842792755	0.1380587856
346	0.8842792755	0.1379712166
347	0.8842792755	0.137824162
348	0.8842792755	0.1377010847
349	0.8842792755	0.1375698163
350	0.8872079035	0.1373845778
351	0.8878425938	0.1371919648
352	0.8884781928	0.1371253397
353	0.8884781928	0.1369966656
354	0.8878425938	0.1368778552
355	0.8878425938	0.1367778875
356	0.8907563032	0.1367074291
357	0.8872079035	0.1364745164
358	0.8878425938	0.1363755449
359	0.8878425938	0.1363022905
360	0.8878425938	0.1361744341
361	0.8878425938	0.1360591905
362	0.8884781928	0.1359257033
363	0.8884781928	0.1358004889
364	0.8878425938	0.1356120822
365	0.8884781928	0.135444002
366	0.8891147025	0.1352999733
367	0.8920292382	0.1351826768
368	0.8920292382	0.135089714
369	0.8920292382	0.1349737701
370	0.8920292382	0.1348431409
371	0.8920292382	0.1347747888
372	0.8920292382	0.1346608346
373	0.8920292382	0.1345574886
374	0.8920292382	0.1344467274
375	0.8920292382	0.134291725
376	0.8920292382	0.1342071563
377	0.8920292382	0.1341503107
378	0.8920292382	0.1340360459
379	0.8920292382	0.1339274215
380	0.8949285208	0.1338045948
381	0.8949285208	0.133702001
382	0.8949285208	0.133635844
383	0.8942911996	0.1335313319
384	0.8936547855	0.1334295259
385	0.8936547855	0.1333440869
386	0.8913923163	0.1331406305
387	0.8913923163	0.1330330703
388	0.8907563032	0.1328528062
389	0.8913923163	0.1328004432
390	0.8913923163	0.1327262142
391	0.8942911996	0.1325582015
392	0.8913923163	0.1324715697
393	0.8913923163	0.1323212922
394	0.8913923163	0.1322752613
395	0.8920292382	0.1321790305
396	0.8920292382	0.1320821923
397	0.8920292382	0.131893676
398	0.8920292382	0.1318105369
399	0.8920292382	0.1317132531
400	0.8920292382	0.1316651992
401	0.8920292382	0.1315870881
402	0.8913923163	0.131445787
403	0.8920292382	0.1313501983
404	0.8920292382	0.1312659033
405	0.8920292382	0.1311329628
406	0.8920292382	0.1310401939
407	0.8949285208	0.1309180788
408	0.8949285208	0.1308332856
409	0.8949285208	0.1307428342
410	0.8949285208	0.1306570633
411	0.8949285208	0.1306095004
412	0.8962058922	0.1304402621
413	0.895566751	0.1303161784
414	0.895566751	0.1302356641
415	0.895566751	0.1301603852
416	0.895566751	0.1300927199
417	0.895566751	0.130000374
418	0.895566751	0.129923541
419	0.895566751	0.1298443582
420	0.895566751	0.1297848186
421	0.895566751	0.1296670416
422	0.895566751	0.129588839
423	0.892667071	0.1295090027
424	0.895566751	0.1294637795
425	0.8949285208	0.129354134
426	0.8920292382	0.1292783177
427	0.8949285208	0.129234303
428	0.8949285208	0.1291614902
429	0.8949285208	0.1290896768
430	0.8949285208	0.1289900085
431	0.8949285208	0.1288782975
1	0.8848851901	0.1400431	0.8626094321	0.1456755866
179335
