iter	Passed	Remaining
695	7195	3142
696	7201	3130
697	7207	3118
698	7214	3106
699	7219	3094
700	7226	3082
701	7232	3070
702	7238	3058
703	7244	3046
704	7250	3034
705	7257	3022
706	7263	3010
707	7270	2998
708	7275	2986
709	7283	2974
710	7289	2963
711	7296	2951
712	7302	2939
713	7308	2927
714	7314	2915
715	7320	2903
716	7326	2891
717	7332	2879
718	7339	2868
719	7345	2856
720	7351	2844
721	7357	2832
722	7363	2821
723	7369	2809
724	7375	2797
725	7381	2785
726	7389	2774
727	7395	2762
728	7402	2751
729	7407	2739
730	7413	2728
731	7420	2716
732	7426	2705
733	7433	2693
734	7438	2681
735	7444	2670
736	7464	2663
737	7478	2655
738	7485	2643
739	7491	2632
740	7497	2620
741	7514	2612
742	7521	2601
743	7528	2590
744	7534	2579
745	7543	2568
746	7986	2705
747	8168	2752
748	8177	2740
749	8194	2731
750	8207	2721
751	8219	2710
752	8232	2700
753	8243	2689
754	8253	2678
755	8259	2665
756	8267	2653
757	8274	2641
758	8286	2631
759	8296	2620
760	8305	2608
761	8313	2596
762	8319	2584
763	8326	2572
764	8339	2561
765	8348	2550
766	8355	2538
767	8362	2526
768	8369	2513
769	8375	2501
770	8381	2489
771	8387	2477
772	8394	2465
773	8400	2452
774	8407	2440
775	8413	2428
776	8419	2416
777	8426	2404
778	8431	2392
779	8438	2380
780	8444	2367
781	8449	2355
782	8456	2343
783	8462	2331
784	8468	2319
785	8475	2307
786	8481	2295
787	8488	2283
788	8494	2271
789	8501	2259
790	8509	2248
791	8518	2237
792	8524	2225
793	8530	2213
794	8536	2201
795	8542	2189
796	8548	2177
797	8554	2165
798	8561	2153
799	8567	2141
800	8574	2130
801	8579	2118
802	8586	2106
803	8592	2094
804	8599	2083
805	8606	2071
806	8612	2059
807	8618	2048
808	8625	2036
809	8638	2026
810	8645	2014
811	8652	2003
812	8658	1991
813	8666	1980
814	8672	1968
815	8678	1956
816	8684	1945
817	8691	1933
818	8698	1922
819	8704	1910
820	8711	1899
821	8716	1887
822	8722	1875
823	8729	1864
824	8735	1852
825	8745	1842
826	8751	1830
827	8757	1819
828	8763	1807
829	8770	1796
830	8777	1785
831	8783	1773
832	8789	1762
833	8795	1750
834	8801	1739
835	8808	1727
836	8815	1716
837	8820	1705
838	8826	1693
839	8832	1682
840	8838	1670
841	8844	1659
842	8850	1648
843	8856	1636
844	8862	1625
845	8868	1614
846	8874	1603
847	8880	1591
848	8886	1580
849	8893	1569
850	8899	1558
851	8906	1547
852	8912	1535
853	8918	1524
854	8924	1513
855	8930	1502
856	8936	1491
857	8942	1480
858	8949	1468
859	8955	1457
860	8961	1446
861	8966	1435
862	8973	1424
863	8979	1413
864	8986	1402
865	8991	1391
866	8997	1380
867	9003	1369
868	9009	1358
869	9016	1347
870	9022	1336
871	9028	1325
872	9035	1314
873	9041	1303
874	9048	1292
875	9054	1281
876	9060	1270
877	9067	1259
878	9095	1252
879	9102	1241
880	9112	1230
881	9119	1220
882	9125	1209
883	9132	1198
884	9138	1187
885	9143	1176
886	9154	1166
887	9160	1155
888	9184	1146
889	9203	1137
890	9213	1127
891	9258	1120
892	9400	1126
893	9675	1147
894	9689	1136
895	9699	1125
896	9707	1114
897	9718	1103
898	9732	1093
899	9744	1082
900	9750	1071
901	9761	1060
902	9769	1049
903	9780	1038
904	9787	1027
905	9793	1016
906	9804	1005
907	9814	994
908	9822	983
909	9830	972
910	9838	961
911	9849	950
912	9858	939
913	9865	928
914	9872	917
915	9878	905
916	9885	894
917	9891	883
918	9897	872
919	9903	861
920	9909	850
921	9915	838
922	9922	827
923	9927	816
924	9933	805
925	9940	794
926	9946	783
927	9952	772
928	9959	761
929	9965	750
930	9971	739
931	9977	727
932	9983	716
933	9989	705
934	9995	694
935	10001	683
936	10008	672
937	10014	661
938	10020	650
939	10026	639
940	10032	629
941	10038	618
942	10044	607
943	10050	596
944	10056	585
945	10069	574
946	10079	564
947	10085	553
948	10092	542
949	10098	531
950	10104	520
951	10110	509
952	10116	498
953	10122	488
954	10130	477
955	10138	466
956	10146	455
957	10157	445
958	10167	434
959	10175	423
960	10187	413
961	10193	402
962	10200	391
963	10206	381
964	10214	370
965	10220	359
966	10226	348
967	10232	338
968	10238	327
969	10245	316
970	10252	306
971	10258	295
972	10265	284
973	10271	274
974	10277	263
975	10283	252
976	10288	242
977	10296	231
978	10302	220
979	10308	210
980	10314	199
981	10320	189
982	10326	178
983	10332	168
984	10338	157
985	10345	146
986	10351	136
987	10358	125
988	10364	115
989	10369	104
990	10376	94
991	10382	83
992	10389	73
993	10395	62
994	10401	52
995	10407	41
996	10413	31
997	10420	20
998	10426	10
999	10432	0
